1	9.2644	31	73	16022823	16022645	608354
2	9.34247	33	84	16137280	16137103	909892
4	9.32638	39	76	16117163	16116986	1370342
8	9.36564	59	88	16183129	16182890	6330609
16	9.33826	69	92	16149191	16148961	8061227
32	9.30599	69	88	16122216	16121986	6733152
64	9.25069	74	94	16057576	16057321	7694272
128	9.12103	84	94	15850908	15850651	6820322
256	8.94538	98	94	15602179	15601915	7081929
512	9.12633	100	96	16983346	16983072	4580127
1000	8.94941	98	96	16977147	16976870	4603865
