1	8.98687	39	37	1112944	15646472	615169
2	9.30294	39	59	1544972	16067700	1044099
4	9.36006	47	73	2205968	16171425	1596451
8	9.3297	55	81	2232175	16121689	1474122
16	9.33843	65	84	2291095	16142715	1848008
32	9.29436	75	86	2600444	16097098	2351339
64	9.23014	80	94	3793705	16027008	3573054
128	9.07544	92	98	7736191	15805011	7465972
256	9.15596	100	100	9579380	16929198	9393968
512	9.09268	101	96	9222413	17052646	9153125
1000	8.90034	100	98	9279278	17032047	9216467
