1	4.07104	41	63	7060867	7060626	7060621
2	4.1067	88	67	7206409	7206160	7206148
4	5.09162	96	83	9070842	9070593	9070280
8	1.75228	39	98	13512981	13512776	13426978
16	6.70118	98	90	12634119	12633918	12632315
32	9.31748	80	94	16144584	16144385	15750569
64	9.06843	100	98	16326810	16326604	16315438
128	8.66314	98	100	17002888	17002685	16984120
256	8.79054	100	96	17056851	17056649	17027197
512	8.64338	98	98	17054230	17054029	17025545
1000	8.40013	98	98	17054287	17054087	17028290
