1	3.97582	61	80	5014345	6895563	5014140
2	6.58856	76	100	8468999	11523682	8469081
4	1.98606	59	98	11226635	13924458	11228954
8	9.32658	75	92	10229305	16121544	10171909
16	9.34024	75	88	9734710	16161486	9660513
32	9.32315	79	88	9824783	16149392	9752102
64	9.29283	98	98	13807547	16167336	13806806
128	9.22606	98	98	13498881	16357671	13496663
256	9.03346	98	98	12860420	17070944	12858264
512	8.97564	96	98	12761639	17085165	12759364
1000	8.73901	98	96	12852573	17074936	12849302
