40000	10000	0	0	5.66533333333	99.77	73.4	1.31142060964	126244
40000	10000	0	100000	9.308	26.79	42.8	23.3632040016	179
40000	10000	0	200000	9.34316666667	27.27	45.45	23.7306182765	85
40000	10000	0	300000	9.31333333333	27.03	42.76	23.6435338455	45
40000	10000	0	400000	9.34516666667	26.93	44.38	23.1149168082	47
40000	10000	0	500000	9.37766666667	27.19	43.89	23.68211827	26
40000	10000	0	600000	9.37666666667	27.05	43.5	23.4247635873	40
40000	10000	0	700000	9.31333333333	26.28	44.97	23.8184222452	31
40000	10000	0	800000	9.36866666667	28.28	40.09	23.107690112	0
40000	10000	0	900000	9.37833333333	26.68	44.32	23.4978369056	8
40000	10000	0	1000000	9.37916666667	27.88	44.66	23.4177361393	3
80000	10000	0	0	4.3685	86.46	66.16	1.28009813538	103522
80000	10000	0	100000	4.2395	90.98	65.83	1.31621805286	94832
80000	10000	0	200000	4.27366666667	89.4	65.92	1.3220931644	94346
80000	10000	0	300000	9.0785	26.11	37.39	22.799098132	675
80000	10000	0	400000	9.32966666667	25.96	43.32	23.9367264475	44
80000	10000	0	500000	9.34483333333	26.15	44.35	24.3889425383	40
80000	10000	0	600000	9.2825	26.34	46.11	24.1247837928	37
80000	10000	0	700000	9.37883333333	26.81	43.63	23.8773337356	12
80000	10000	0	800000	9.36783333333	27.43	43.38	24.0434227375	14
80000	10000	0	900000	9.37866666667	27.5	44.2	23.8582379788	5
80000	10000	0	1000000	9.36133333333	28.15	37.19	27.502811057	0
120000	10000	0	0	3.005	61.3	60.4	1.22224106937	83058
120000	10000	0	100000	2.89216666667	45.55	52.45	1.30126590523	66456
120000	10000	0	200000	3.13183333333	47.12	57.38	1.30492024111	70677
120000	10000	0	300000	3.3385	50.43	59.6	1.31280171731	73985
120000	10000	0	400000	9.041	26.5	53.18	10.8627383735	12642
120000	10000	0	500000	7.60416666667	31.46	46.19	7.74432000447	20052
120000	10000	0	600000	8.60216666667	23.76	50.96	26.061608295	178
120000	10000	0	700000	9.18516666667	24.88	49.82	27.3762309983	19
120000	10000	0	800000	9.32033333333	25.27	55.16	28.4313701405	10
120000	10000	0	900000	9.287	25.19	58.35	28.7438867577	7
120000	10000	0	1000000	9.347	25.04	37.15	31.2840071036	1
