40000	10000	0	0	5.613	99.69	73.04	1.31105999893	125797
40000	10000	0	100000	9.27266666667	27.1	41.37	23.3036983536	178
40000	10000	0	200000	9.36633333333	29.29	38.64	23.1727755891	0
40000	10000	0	300000	9.36833333333	29.01	38.52	22.9216426666	0
40000	10000	0	400000	9.37733333333	27.89	41.59	22.9218599446	39
40000	10000	0	500000	9.346	26.5	41.06	22.9780859457	38
40000	10000	0	600000	9.31383333333	26.85	42.49	23.2422347215	53
40000	10000	0	700000	9.34566666667	26.36	42.88	23.1434341563	26
40000	10000	0	800000	9.378	28.59	42.44	22.7427729989	16
40000	10000	0	900000	9.37866666667	26.76	41.45	22.7866976766	4
40000	10000	0	1000000	9.37866666667	28.31	41.2	23.4023145766	5
80000	10000	0	0	4.01433333333	93.26	66.36	1.25425978816	103105
80000	10000	0	100000	4.18666666667	89.4	64.02	1.31537709188	93800
80000	10000	0	200000	4.35916666667	90.5	65.71	1.32238105975	95235
80000	10000	0	300000	9.23166666667	27.13	34.58	26.5560976259	56
80000	10000	0	400000	9.36383333333	28.51	35.77	26.9561044123	0
80000	10000	0	500000	9.34533333333	27.77	43.68	23.3216927733	55
80000	10000	0	600000	9.366	29.49	35.22	26.8694462936	0
80000	10000	0	700000	9.327	27.04	42.0	23.1308485097	25
80000	10000	0	800000	9.37833333333	26.51	42.33	23.119247225	13
80000	10000	0	900000	9.366	28.91	34.34	27.4388301932	0
80000	10000	0	1000000	9.378	27.46	42.27	23.6507135798	2
120000	10000	0	0	3.11433333333	64.73	60.68	1.23481848792	84447
120000	10000	0	100000	2.91716666667	46.18	52.27	1.30084543388	67195
120000	10000	0	200000	3.141	47.19	55.23	1.30520351139	70959
120000	10000	0	300000	3.33316666667	50.99	58.12	1.31227209016	74207
120000	10000	0	400000	5.964	32.44	50.23	5.22451236492	29229
120000	10000	0	500000	8.01633333333	25.76	43.69	13.9287337639	7860
120000	10000	0	600000	8.78916666667	25.55	52.73	27.7157551872	115
120000	10000	0	700000	9.36783333333	25.91	32.36	31.4574618302	0
120000	10000	0	800000	9.3205	25.91	54.89	28.1259677939	5
120000	10000	0	900000	9.31116666667	26.36	56.97	27.8626867325	4
120000	10000	0	1000000	9.37016666667	26.15	33.84	31.5155483887	0
