0	10000	0	1000000	9.37766666667	28.25	46.08	23.5478696771	4
0	10000	20000	1000000	9.37833333333	26.63	43.2	25.0880458952	2
0	10000	40000	1000000	9.3695	23.79	33.03	42.3478932861	0
0	10000	60000	1000000	9.37866666667	23.15	36.95	42.5684712078	1
0	10000	80000	1000000	9.36583333333	19.13	32.18	44.99425347	0
0	10000	100000	1000000	9.3685	18.09	31.11	44.9939629869	0
40000	10000	0	1000000	9.37883333333	26.68	43.02	23.3825511521	4
40000	10000	20000	1000000	9.37866666667	27.13	43.45	25.1242853435	7
40000	10000	40000	1000000	9.379	23.17	36.09	38.947750763	2
40000	10000	60000	1000000	9.37766666667	22.83	35.23	42.5686661222	2
40000	10000	80000	1000000	9.37833333333	23.35	36.46	42.6075766088	1
40000	10000	100000	1000000	9.379	25.0	34.56	42.6529994518	1
80000	10000	0	1000000	9.3695	27.19	44.09	23.8896316791	6
80000	10000	20000	1000000	9.3785	26.75	43.23	25.6874662258	3
80000	10000	40000	1000000	9.37583333333	23.93	37.64	39.0559025168	2
80000	10000	60000	1000000	9.37833333333	23.44	36.93	42.6421300506	2
80000	10000	80000	1000000	9.36983333333	22.28	32.2	42.8079932891	0
80000	10000	100000	1000000	9.369	22.93	30.94	42.6436769198	0
120000	10000	0	1000000	9.208	23.68	57.45	28.338244385	3
120000	10000	20000	1000000	9.35566666667	25.14	45.13	32.4624392908	10
120000	10000	40000	1000000	9.32466666667	23.76	50.6	40.0970422963	2
120000	10000	60000	1000000	9.30116666667	22.97	52.42	42.5549975812	1
120000	10000	80000	1000000	9.21033333333	22.62	35.21	42.6022842733	8
120000	10000	100000	1000000	9.30783333333	22.71	49.61	42.7188306462	0
