0	10000	0	1000000	9.3785	26.89	45.86	23.8121287766	2
0	10000	20000	1000000	9.37833333333	26.34	44.12	25.3881297563	2
0	10000	40000	1000000	9.369	24.1	32.17	42.4421565706	0
0	10000	60000	1000000	9.368	18.14	30.07	44.9986890914	0
0	10000	80000	1000000	9.37933333333	22.75	36.26	42.6455339626	0
0	10000	100000	1000000	9.37366666667	18.18	30.79	44.9883714468	0
40000	10000	0	1000000	9.37833333333	26.6	46.1	23.5097629424	2
40000	10000	20000	1000000	9.37816666667	26.54	40.93	24.7142836088	4
40000	10000	40000	1000000	9.36783333333	23.47	31.29	40.0946875049	0
40000	10000	60000	1000000	9.37883333333	22.92	34.17	42.6472189151	2
40000	10000	80000	1000000	9.3785	22.57	34.34	42.6285888006	3
40000	10000	100000	1000000	9.37883333333	23.53	34.8	42.649963165	1
80000	10000	0	1000000	9.37883333333	27.03	43.54	23.8430264457	5
80000	10000	20000	1000000	9.361	26.98	33.59	29.147853135	0
80000	10000	40000	1000000	9.36633333333	25.72	35.01	38.9871817999	1
80000	10000	60000	1000000	9.37783333333	22.82	35.67	42.551706034	3
80000	10000	80000	1000000	9.36866666667	21.89	29.69	42.8373923012	0
80000	10000	100000	1000000	9.37866666667	23.11	34.59	42.7362514691	1
120000	10000	0	1000000	9.23416666667	25.51	55.05	29.38505411	4
120000	10000	20000	1000000	8.99116666667	24.85	51.6	30.8527681476	7
120000	10000	40000	1000000	8.78883333333	22.43	32.36	38.7305043975	9
120000	10000	60000	1000000	9.1995	22.48	45.15	42.4145474192	7
120000	10000	80000	1000000	9.3035	22.7	49.76	42.6290972345	0
120000	10000	100000	1000000	9.2825	23.54	50.15	42.638315946	2
