0.0	10000.0	0.0	1000000.0	9.37863333333	27.03	45.212	23.6485051227	2.6
0.0	10000.0	20000.0	1000000.0	9.37716666667	26.068	41.962	27.0601334963	2.0
0.0	10000.0	40000.0	1000000.0	9.3737	23.9	34.634	41.08697365	0.4
0.0	10000.0	60000.0	1000000.0	9.37253333333	21.174	33.048	44.0210788508	0.4
0.0	10000.0	80000.0	1000000.0	9.37666666667	22.498	36.716	43.1092149496	1.4
0.0	10000.0	100000.0	1000000.0	9.37403333333	20.086	32.912	44.0462694822	0.8
40000.0	10000.0	0.0	1000000.0	9.3765	27.372	43.26	23.515075685	3.0
40000.0	10000.0	20000.0	1000000.0	9.3759	27.044	41.146	24.9399726856	3.4
40000.0	10000.0	40000.0	1000000.0	9.37283333333	23.334	32.922	39.6230722657	1.6
40000.0	10000.0	60000.0	1000000.0	9.37733333333	22.596	33.492	42.6559845425	1.6
40000.0	10000.0	80000.0	1000000.0	9.37853333333	23.072	33.974	42.6400384131	2.0
40000.0	10000.0	100000.0	1000000.0	9.37873333333	23.42	34.672	42.6411363725	1.2
80000.0	10000.0	0.0	1000000.0	9.37513333333	27.414	41.478	24.7091010832	3.2
80000.0	10000.0	20000.0	1000000.0	9.37193333333	26.716	39.91	26.5050844664	3.8
80000.0	10000.0	40000.0	1000000.0	9.36603333333	23.99	34.166	39.0960598376	1.4
80000.0	10000.0	60000.0	1000000.0	9.3763	23.17	34.222	42.5693059637	1.2
80000.0	10000.0	80000.0	1000000.0	9.37643333333	22.75	33.96	42.7991459038	2.0
80000.0	10000.0	100000.0	1000000.0	9.36663333333	22.708	33.064	42.7426434567	0.6
120000.0	10000.0	0.0	1000000.0	9.2735	25.272	51.638	29.4137593618	2.4
120000.0	10000.0	20000.0	1000000.0	9.24203333333	25.138	50.902	31.3901407094	3.2
120000.0	10000.0	40000.0	1000000.0	9.2006	23.296	39.236	40.3897893945	3.2
120000.0	10000.0	60000.0	1000000.0	9.1862	22.81	47.618	42.5049547082	3.2
120000.0	10000.0	80000.0	1000000.0	9.3006	22.668	45.108	42.589128604	0.8
120000.0	10000.0	100000.0	1000000.0	9.28436666666	23.0	45.826	42.6339484983	1.2
